county_name,fips_code,dominant_naics2,dominant_industry,dominant_lq,dominant_lq_quartile,unemployment_velocity,gdp_velocity_pct
"Medina County, Texas",48325,21,"Mining, Quarrying, Oil & Gas",5.39,4,0.10000000000000009,0.03090388258271446
"Menard County, Texas",48327,44-45,Retail Trade,1.91,1,0.1333333333333333,-0.010080286679523476
"Midland County, Texas",48329,21,"Mining, Quarrying, Oil & Gas",73.47,4,-0.09999999999999994,0.10543537168234494
"Milam County, Texas",48331,11,"Agriculture, Forestry, Fishing & Hunting",5.25,4,0.06666666666666672,0.05344722418573106
"Mills County, Texas",48333,11,"Agriculture, Forestry, Fishing & Hunting",5.89,4,-0.16666666666666666,0.09080948945222683
"Mitchell County, Texas",48335,21,"Mining, Quarrying, Oil & Gas",34.36,4,-0.033333333333333215,0.10174884808133933
"Montague County, Texas",48337,21,"Mining, Quarrying, Oil & Gas",8.65,4,0.09999999999999994,-0.007909629311547244
"Montgomery County, Texas",48339,21,"Mining, Quarrying, Oil & Gas",5.6,4,0.09999999999999994,0.03823498072897595
"Moore County, Texas",48341,11,"Agriculture, Forestry, Fishing & Hunting",22.67,4,0.03333333333333336,0.07688514300696096
"Morris County, Texas",48343,31-33,Manufacturing,4.72,3,-0.09999999999999994,0.08066086565750863
"Motley County, Texas",48345,11,"Agriculture, Forestry, Fishing & Hunting",8.47,4,0.10000000000000009,0.0944448837229734
"Nacogdoches County, Texas",48347,31-33,Manufacturing,2.11,2,0.09999999999999994,0.03389541897845386
"Navarro County, Texas",48349,22,Utilities,2.42,2,0.13333333333333316,0.04483714561714655
"Newton County, Texas",48351,11,"Agriculture, Forestry, Fishing & Hunting",7.03,4,-0.06666666666666672,0.013585484442680804
"Nolan County, Texas",48353,22,Utilities,12.13,4,-0.16666666666666666,-0.004567514165982743
"Nueces County, Texas",48355,21,"Mining, Quarrying, Oil & Gas",3.48,3,-0.16666666666666666,0.03142393115951252
"Ochiltree County, Texas",48357,21,"Mining, Quarrying, Oil & Gas",64.58,4,0.03333333333333336,0.006257302019033592
"Oldham County, Texas",48359,42,Wholesale Trade,1.09,1,0.0,0.016904372981011714
"Orange County, Texas",48361,31-33,Manufacturing,2.24,2,-0.20000000000000018,0.04550114577341598
"Palo Pinto County, Texas",48363,22,Utilities,3.99,3,0.03333333333333336,0.009666539410458487
"Panola County, Texas",48365,21,"Mining, Quarrying, Oil & Gas",31.35,4,0.06666666666666672,-0.08529355607425582
"Parker County, Texas",48367,21,"Mining, Quarrying, Oil & Gas",3.55,3,0.09999999999999994,0.057749904420919713
"Parmer County, Texas",48369,11,"Agriculture, Forestry, Fishing & Hunting",38.58,4,0.09999999999999994,0.03676022955227595
"Pecos County, Texas",48371,21,"Mining, Quarrying, Oil & Gas",13.98,4,-0.06666666666666672,0.013794927258706043
"Polk County, Texas",48373,53,Real Estate & Rental & Leasing,3.01,3,-0.13333333333333316,0.036777103635447214
"Potter County, Texas",48375,22,Utilities,3.74,3,0.0,0.001221027195083866
"Presidio County, Texas",48377,11,"Agriculture, Forestry, Fishing & Hunting",11.09,4,-0.16666666666666666,0.036050429897202474
"Rains County, Texas",48379,23,Construction,2.2,2,-0.06666666666666658,0.054893862991610955
"Randall County, Texas",48381,11,"Agriculture, Forestry, Fishing & Hunting",1.96,2,0.0,0.029981938591210115
"Reagan County, Texas",48383,21,"Mining, Quarrying, Oil & Gas",88.16,4,0.16666666666666666,0.1431983713971627
"Real County, Texas",48385,11,"Agriculture, Forestry, Fishing & Hunting",6.03,4,-0.09999999999999994,-0.012187473097782642
"Red River County, Texas",48387,23,Construction,1.68,1,-0.2333333333333334,0.03641050703202924
"Reeves County, Texas",48389,21,"Mining, Quarrying, Oil & Gas",35.9,4,-0.4000000000000001,0.08733493031624816
"Refugio County, Texas",48391,21,"Mining, Quarrying, Oil & Gas",21.18,4,-0.06666666666666643,0.09972449964970746
"Roberts County, Texas",48393,48-49,Transportation & Warehousing,0.4,1,0.13333333333333316,-0.03307596164915223
"Robertson County, Texas",48395,21,"Mining, Quarrying, Oil & Gas",12.96,4,0.033333333333333215,0.03915719546404205
"Rockwall County, Texas",48397,44-45,Retail Trade,1.65,1,0.16666666666666666,0.07510854781208644
"Runnels County, Texas",48399,11,"Agriculture, Forestry, Fishing & Hunting",7.38,4,0.06666666666666672,0.027635675216683617
"Rusk County, Texas",48401,21,"Mining, Quarrying, Oil & Gas",15.61,4,0.0,-0.03509420393483099
"Sabine County, Texas",48403,21,"Mining, Quarrying, Oil & Gas",7.99,4,-0.2666666666666666,0.07331982481404546
"San Augustine County, Texas",48405,21,"Mining, Quarrying, Oil & Gas",29.87,4,-0.03333333333333351,-0.13630738545036722
"San Jacinto County, Texas",48407,22,Utilities,5.04,4,-0.033333333333333215,0.035896941040239314
"San Patricio County, Texas",48409,21,"Mining, Quarrying, Oil & Gas",8.28,4,-0.3000000000000001,-0.011185940161917691
"San Saba County, Texas",48411,11,"Agriculture, Forestry, Fishing & Hunting",13.75,4,0.03333333333333336,0.010114102281613592
"Schleicher County, Texas",48413,21,"Mining, Quarrying, Oil & Gas",35.29,4,0.13333333333333316,0.062116432591481315
"Scurry County, Texas",48415,21,"Mining, Quarrying, Oil & Gas",43.48,4,-0.09999999999999994,0.06778193004056848
"Shackelford County, Texas",48417,21,"Mining, Quarrying, Oil & Gas",67.44,4,0.033333333333333215,-0.000862864685150406
"Shelby County, Texas",48419,21,"Mining, Quarrying, Oil & Gas",24.31,4,0.0,0.053658943383088
"Sherman County, Texas",48421,11,"Agriculture, Forestry, Fishing & Hunting",56.79,4,0.16666666666666666,0.02756056074146423
"Smith County, Texas",48423,21,"Mining, Quarrying, Oil & Gas",3.62,3,0.06666666666666672,0.034509474006408025
"Somervell County, Texas",48425,21,"Mining, Quarrying, Oil & Gas",7.98,4,0.0,0.025967799046469803
"Starr County, Texas",48427,22,Utilities,2.06,2,-0.39999999999999974,-0.01875302328560119
"Stephens County, Texas",48429,21,"Mining, Quarrying, Oil & Gas",19.61,4,-0.033333333333333215,0.03224841544997721
"Sterling County, Texas",48431,11,"Agriculture, Forestry, Fishing & Hunting",17.36,4,0.0,0.01335712161760333
"Stonewall County, Texas",48433,11,"Agriculture, Forestry, Fishing & Hunting",1.8,1,-0.06666666666666658,0.016800293536727223
"Sutton County, Texas",48435,21,"Mining, Quarrying, Oil & Gas",35.54,4,0.20000000000000018,-0.07209066839746693
"Swisher County, Texas",48437,48-49,Transportation & Warehousing,1.94,1,0.06666666666666672,0.020729751429519955
"Tarrant County, Texas",48439,48-49,Transportation & Warehousing,2.0,2,0.06666666666666658,0.038312698355632634
"Taylor County, Texas",48441,21,"Mining, Quarrying, Oil & Gas",3.92,3,0.0,0.03603742505688386
"Terrell County, Texas",48443,72,Accommodation & Food Services,1.88,1,-0.16666666666666666,-0.21115730377003164
"Terry County, Texas",48445,11,"Agriculture, Forestry, Fishing & Hunting",15.11,4,0.033333333333333215,0.01643756096212549
"Throckmorton County, Texas",48447,11,"Agriculture, Forestry, Fishing & Hunting",15.33,4,0.4333333333333333,0.1460820931257063
"Titus County, Texas",48449,22,Utilities,5.03,4,0.03333333333333336,0.05184304995064119
"Tom Green County, Texas",48451,21,"Mining, Quarrying, Oil & Gas",5.66,4,0.033333333333333215,0.02208445442361381
"Travis County, Texas",48453,51,Information,2.24,2,0.1333333333333333,0.048937494178379996
"Trinity County, Texas",48455,81,Other Services (except Public Administration),1.31,1,-0.06666666666666672,0.011923039108173314
"Tyler County, Texas",48457,21,"Mining, Quarrying, Oil & Gas",5.21,4,-0.19999999999999987,0.07646030117075418
"Upshur County, Texas",48459,22,Utilities,5.46,4,0.03333333333333351,0.017053176163709903
"Upton County, Texas",48461,21,"Mining, Quarrying, Oil & Gas",24.78,4,-0.36666666666666664,0.14394262883360254
"Uvalde County, Texas",48463,11,"Agriculture, Forestry, Fishing & Hunting",5.9,4,-0.03333333333333351,0.01937101192872901
"Val Verde County, Texas",48465,62,Health Care & Social Assistance,1.19,1,0.13333333333333344,0.0160115003838515
"Van Zandt County, Texas",48467,11,"Agriculture, Forestry, Fishing & Hunting",5.54,4,0.06666666666666658,0.048386314444183384
"Victoria County, Texas",48469,21,"Mining, Quarrying, Oil & Gas",11.49,4,0.0,0.022598241129548998
"Walker County, Texas",48471,21,"Mining, Quarrying, Oil & Gas",1.51,1,0.033333333333333215,0.037643096786233864
"Waller County, Texas",48473,21,"Mining, Quarrying, Oil & Gas",4.87,3,0.36666666666666686,0.061695539854769645
"Ward County, Texas",48475,21,"Mining, Quarrying, Oil & Gas",80.21,4,-0.3000000000000001,0.1243735366826401
"Washington County, Texas",48477,31-33,Manufacturing,2.18,2,0.0,0.04389128541564538
"Webb County, Texas",48479,48-49,Transportation & Warehousing,3.6,3,0.13333333333333316,0.04203541800978812
"Wharton County, Texas",48481,11,"Agriculture, Forestry, Fishing & Hunting",12.95,4,0.0,0.037832560333257666
"Wheeler County, Texas",48483,21,"Mining, Quarrying, Oil & Gas",12.77,4,0.0,-0.07987021054388888
"Wichita County, Texas",48485,21,"Mining, Quarrying, Oil & Gas",3.02,3,0.0,0.013686015769425143
"Wilbarger County, Texas",48487,11,"Agriculture, Forestry, Fishing & Hunting",3.92,3,-0.03333333333333336,0.037073162235362764
"Willacy County, Texas",48489,22,Utilities,4.34,3,-0.2333333333333334,-0.009540589587549194
"Williamson County, Texas",48491,23,Construction,1.81,1,0.16666666666666666,0.0673756917089745
"Wilson County, Texas",48493,21,"Mining, Quarrying, Oil & Gas",13.92,4,0.06666666666666672,0.08004477930620388
"Winkler County, Texas",48495,21,"Mining, Quarrying, Oil & Gas",103.04,4,-0.23333333333333325,0.08926054981929331
"Wise County, Texas",48497,21,"Mining, Quarrying, Oil & Gas",21.21,4,0.10000000000000009,0.03183382722030313
"Wood County, Texas",48499,22,Utilities,3.27,3,0.03333333333333351,0.037767365075127964
"Yoakum County, Texas",48501,21,"Mining, Quarrying, Oil & Gas",69.15,4,-0.10000000000000009,0.11094074377083124
"Young County, Texas",48503,21,"Mining, Quarrying, Oil & Gas",21.29,4,0.03333333333333336,0.06159022901762226
"Zapata County, Texas",48505,21,"Mining, Quarrying, Oil & Gas",7.52,4,0.0,-0.037427129297176065
"Zavala County, Texas",48507,21,"Mining, Quarrying, Oil & Gas",15.18,4,0.13333333333333316,0.10531792903683378
"Beaver County, Utah",49001,22,Utilities,29.12,4,0.06666666666666672,-0.046761764223643226
"Box Elder County, Utah",49003,31-33,Manufacturing,3.78,3,0.3333333333333333,0.04804520259575706
"Cache County, Utah",49005,31-33,Manufacturing,2.36,2,0.3333333333333333,0.03707684028340345
"Carbon County, Utah",49007,22,Utilities,2.34,2,0.3333333333333333,-0.05629063990976548
"Daggett County, Utah",49009,,Not classified,,,-0.03333333333333336,0.056032996945167536
"Davis County, Utah",49011,23,Construction,1.59,1,0.36666666666666653,0.024296416613267847
"Duchesne County, Utah",49013,21,"Mining, Quarrying, Oil & Gas",48.95,4,0.19999999999999987,0.10250850961052384
"Emery County, Utah",49015,21,"Mining, Quarrying, Oil & Gas",32.01,4,0.2666666666666666,-0.015286618844521534
"Garfield County, Utah",49017,72,Accommodation & Food Services,4.03,3,0.2666666666666666,0.03899469146912346
"Grand County, Utah",49019,72,Accommodation & Food Services,3.5,3,0.3333333333333335,0.02258396554056675
"Iron County, Utah",49021,23,Construction,2.42,2,0.2333333333333334,0.04549923221723029
"Juab County, Utah",49023,21,"Mining, Quarrying, Oil & Gas",4.59,3,0.4333333333333333,0.030748029133786634
"Kane County, Utah",49025,81,Other Services (except Public Administration),4.41,3,0.3,0.0019816369343658297
"Millard County, Utah",49027,22,Utilities,9.3,4,0.3666666666666667,0.051865453001307134
"Morgan County, Utah",49029,23,Construction,4.17,3,0.3666666666666667,0.022577557614567537
"Piute County, Utah",49031,,Not classified,,,0.6,0.14908472863409816
"Rich County, Utah",49033,22,Utilities,4.86,3,0.1333333333333333,0.07477967392255018
"Salt Lake County, Utah",49035,52,Finance & Insurance,1.57,1,0.4000000000000001,0.027117351304603132
"San Juan County, Utah",49037,21,"Mining, Quarrying, Oil & Gas",25.42,4,0.16666666666666666,0.07628257759483051
"Sanpete County, Utah",49039,11,"Agriculture, Forestry, Fishing & Hunting",4.28,3,0.3333333333333333,0.07833925359342944
"Sevier County, Utah",49041,21,"Mining, Quarrying, Oil & Gas",19.42,4,0.3,0.007846713665772906
"Summit County, Utah",49043,71,"Arts, Entertainment & Recreation",9.63,4,0.20000000000000004,0.03617650583844126
"Tooele County, Utah",49045,48-49,Transportation & Warehousing,1.92,1,0.4666666666666666,0.044078873251497265
"Uintah County, Utah",49047,21,"Mining, Quarrying, Oil & Gas",43.87,4,0.13333333333333344,0.08886000494047416
"Utah County, Utah",49049,51,Information,2.44,2,0.4666666666666666,0.04586807302533591
"Wasatch County, Utah",49051,23,Construction,3.33,3,0.3,0.03677353493487
"Washington County, Utah",49053,23,Construction,2.2,2,0.2666666666666666,0.03617993423568097
"Wayne County, Utah",49055,23,Construction,4.78,3,0.09999999999999994,0.026520730128977554
"Weber County, Utah",49057,31-33,Manufacturing,1.99,2,0.4000000000000001,0.033308296586788744
"Addison County, Vermont",50001,11,"Agriculture, Forestry, Fishing & Hunting",6.61,4,0.1333333333333333,0.03802805400887548
"Bennington County, Vermont",50003,61,Educational Services,3.26,3,0.10000000000000009,0.026269069209530507
"Caledonia County, Vermont",50005,61,Educational Services,2.38,2,0.06666666666666658,0.027295742544775452
"Chittenden County, Vermont",50007,61,Educational Services,1.32,1,0.1333333333333334,0.028941571697954572
"Essex County, Vermont",50009,11,"Agriculture, Forestry, Fishing & Hunting",14.65,4,0.10000000000000009,-0.005931317790349898
"Franklin County, Vermont",50011,11,"Agriculture, Forestry, Fishing & Hunting",5.0,4,0.06666666666666672,0.012705531321393418
"Grand Isle County, Vermont",50013,44-45,Retail Trade,0.94,1,0.1333333333333333,-0.00358080295399818
"Lamoille County, Vermont",50015,72,Accommodation & Food Services,3.17,3,0.06666666666666672,0.028390316011485704
"Orange County, Vermont",50017,11,"Agriculture, Forestry, Fishing & Hunting",5.57,4,0.20000000000000004,0.03138500347145252
"Orleans County, Vermont",50019,72,Accommodation & Food Services,1.61,1,0.1333333333333333,0.024161448250403804
"Rutland County, Vermont",50021,21,"Mining, Quarrying, Oil & Gas",3.38,3,0.03333333333333336,0.03265087469849073
"Washington County, Vermont",50023,61,Educational Services,1.94,1,0.10000000000000009,0.027747278313245874
"Windham County, Vermont",50025,61,Educational Services,2.91,3,0.1333333333333333,0.010024353527225416
"Windsor County, Vermont",50027,71,"Arts, Entertainment & Recreation",1.64,1,0.1333333333333333,0.017815436182290856
"Accomack County, Virginia",51001,31-33,Manufacturing,3.16,3,0.2666666666666666,-0.05962888662882264
"Albemarle County, Virginia",51003,71,"Arts, Entertainment & Recreation",1.73,1,0.20000000000000004,
"Alleghany County, Virginia",51005,62,Health Care & Social Assistance,1.71,1,0.16666666666666666,
"Amelia County, Virginia",51007,23,Construction,3.26,3,0.20000000000000004,-0.003143750797906294
"Amherst County, Virginia",51009,99,Unclassified,3.5,3,0.2333333333333334,0.009418201237228198
"Appomattox County, Virginia",51011,23,Construction,2.27,2,0.19999999999999987,0.02966501121778319
"Arlington County, Virginia",51013,54,"Professional, Scientific & Technical Services",3.83,3,0.3,0.01892088590106174
"Augusta County, Virginia",51015,48-49,Transportation & Warehousing,3.21,3,0.16666666666666666,
"Bath County, Virginia",51017,54,"Professional, Scientific & Technical Services",0.8,1,0.03333333333333336,0.05477152883916634
"Bedford County, Virginia",51019,99,Unclassified,2.84,2,0.19999999999999987,0.00975442027167667
"Bland County, Virginia",51021,31-33,Manufacturing,4.49,3,0.3,0.02172155926809865
"Botetourt County, Virginia",51023,42,Wholesale Trade,3.81,3,0.1333333333333333,0.022766664114092255
"Brunswick County, Virginia",51025,56,Administrative & Support & Waste Management,1.29,1,0.36666666666666686,0.03966838080809936
"Buchanan County, Virginia",51027,61,Educational Services,1.48,1,0.4333333333333333,-0.010450699591163029
"Buckingham County, Virginia",51029,23,Construction,1.13,1,0.1333333333333333,0.02712781200074169
"Campbell County, Virginia",51031,31-33,Manufacturing,3.08,3,0.20000000000000004,
"Caroline County, Virginia",51033,99,Unclassified,6.03,4,0.06666666666666658,0.0527131961517681
"Carroll County, Virginia",51035,99,Unclassified,2.76,2,0.3999999999999999,
"Charles City County, Virginia",51036,48-49,Transportation & Warehousing,6.02,4,0.20000000000000004,0.0481372111741696
"Charlotte County, Virginia",51037,99,Unclassified,4.17,3,0.3,0.013601717318373917
"Chesterfield County, Virginia",51041,48-49,Transportation & Warehousing,2.22,2,0.16666666666666666,0.03145159661082776
"Clarke County, Virginia",51043,61,Educational Services,3.41,3,0.2333333333333334,0.0035470339125298293
"Craig County, Virginia",51045,44-45,Retail Trade,1.42,1,0.16666666666666666,-0.005798736670766784
"Culpeper County, Virginia",51047,11,"Agriculture, Forestry, Fishing & Hunting",2.15,2,0.20000000000000004,0.03313986880827686
"Cumberland County, Virginia",51049,11,"Agriculture, Forestry, Fishing & Hunting",3.66,3,0.06666666666666672,0.04123348217836407
"Dickenson County, Virginia",51051,44-45,Retail Trade,1.06,1,0.3,0.010065701454635319
"Dinwiddie County, Virginia",51053,48-49,Transportation & Warehousing,6.09,4,0.1333333333333333,
"Essex County, Virginia",51057,44-45,Retail Trade,2.21,2,0.20000000000000004,0.05453325065089197
"Fairfax County, Virginia",51059,54,"Professional, Scientific & Technical Services",3.45,3,0.3000000000000001,
"Fauquier County, Virginia",51061,99,Unclassified,2.55,2,0.19999999999999987,0.02655168898390141
"Floyd County, Virginia",51063,81,Other Services (except Public Administration),1.72,1,0.2666666666666668,0.023613246665740596
"Fluvanna County, Virginia",51065,22,Utilities,3.19,3,0.16666666666666666,0.047526864700765524
"Franklin County, Virginia",51067,99,Unclassified,3.11,3,0.2333333333333334,0.01178467225266606
"Frederick County, Virginia",51069,48-49,Transportation & Warehousing,2.79,2,0.2333333333333334,
"Giles County, Virginia",51071,31-33,Manufacturing,2.01,2,0.4333333333333333,0.03603324608428042
"Gloucester County, Virginia",51073,81,Other Services (except Public Administration),1.86,1,0.09999999999999994,0.03598726278182796
"Goochland County, Virginia",51075,55,Management of Companies & Enterprises,6.7,4,0.16666666666666666,-0.025895407248659557
"Grayson County, Virginia",51077,21,"Mining, Quarrying, Oil & Gas",4.87,3,0.2666666666666668,0.044414766224002915
"Greene County, Virginia",51079,99,Unclassified,2.55,2,0.19999999999999987,0.036579581859973974
"Greensville County, Virginia",51081,31-33,Manufacturing,1.98,2,0.8333333333333334,
"Halifax County, Virginia",51083,99,Unclassified,2.44,2,0.3000000000000001,0.028374408244514537
"Hanover County, Virginia",51085,42,Wholesale Trade,2.26,2,0.2333333333333334,0.03701287456343774
"Henrico County, Virginia",51087,55,Management of Companies & Enterprises,2.47,2,0.19999999999999987,-0.015552865395345838
"Henry County, Virginia",51089,31-33,Manufacturing,3.43,3,0.3999999999999999,
"Highland County, Virginia",51091,51,Information,9.82,4,-0.03333333333333336,0.06737400530503979
"Isle of Wight County, Virginia",51093,99,Unclassified,2.58,2,0.19999999999999987,-0.006225204741980259
"James City County, Virginia",51095,71,"Arts, Entertainment & Recreation",5.92,4,0.20000000000000004,
"King and Queen County, Virginia",51097,11,"Agriculture, Forestry, Fishing & Hunting",10.31,4,0.20000000000000004,0.002676495387996014
"King George County, Virginia",51099,54,"Professional, Scientific & Technical Services",3.3,3,0.2333333333333334,0.025097312505045266
"King William County, Virginia",51101,21,"Mining, Quarrying, Oil & Gas",2.23,2,0.1333333333333333,0.05167247368448712
"Lancaster County, Virginia",51103,99,Unclassified,10.39,4,0.2333333333333334,0.024440675808444896
"Lee County, Virginia",51105,21,"Mining, Quarrying, Oil & Gas",4.1,3,0.2333333333333334,0.03443289045615886
"Loudoun County, Virginia",51107,23,Construction,2.4,2,0.3,0.0505314224597666
"Louisa County, Virginia",51109,22,Utilities,25.28,4,0.2333333333333334,0.013062871065964737
"Lunenburg County, Virginia",51111,99,Unclassified,3.64,3,0.19999999999999987,-0.018983285296599206
"Madison County, Virginia",51113,11,"Agriculture, Forestry, Fishing & Hunting",3.95,3,0.20000000000000004,0.0316014883309067
"Mathews County, Virginia",51115,11,"Agriculture, Forestry, Fishing & Hunting",2.61,2,0.20000000000000004,0.01080365853453762
"Mecklenburg County, Virginia",51117,99,Unclassified,3.21,3,0.13333333333333344,0.03476899592306225
"Middlesex County, Virginia",51119,71,"Arts, Entertainment & Recreation",2.62,2,0.09999999999999994,0.02067034938333147
"Montgomery County, Virginia",51121,31-33,Manufacturing,1.46,1,0.3333333333333333,
"Nelson County, Virginia",51125,81,Other Services (except Public Administration),2.4,2,0.16666666666666666,-0.0025544629926061435
"New Kent County, Virginia",51127,23,Construction,2.59,2,0.20000000000000004,0.06572202880186276
"Northampton County, Virginia",51131,11,"Agriculture, Forestry, Fishing & Hunting",21.49,4,0.2333333333333334,0.04459874768821217
"Northumberland County, Virginia",51133,11,"Agriculture, Forestry, Fishing & Hunting",12.23,4,0.43333333333333357,0.010606230459748638
"Nottoway County, Virginia",51135,99,Unclassified,2.39,2,0.1333333333333333,0.015925016094497202
"Orange County, Virginia",51137,81,Other Services (except Public Administration),1.77,1,0.23333333333333325,0.023751294622413422
"Page County, Virginia",51139,71,"Arts, Entertainment & Recreation",2.21,2,0.2666666666666666,0.02493414337355305
"Patrick County, Virginia",51141,11,"Agriculture, Forestry, Fishing & Hunting",4.04,3,0.20000000000000004,0.01765165588791422
"Pittsylvania County, Virginia",51143,11,"Agriculture, Forestry, Fishing & Hunting",4.25,3,0.23333333333333325,
"Powhatan County, Virginia",51145,23,Construction,4.12,3,0.13333333333333344,0.03907745865970409
"Prince Edward County, Virginia",51147,99,Unclassified,3.82,3,0.2666666666666669,0.01541197623006551
"Prince George County, Virginia",51149,48-49,Transportation & Warehousing,4.07,3,0.13333333333333344,
"Prince William County, Virginia",51153,23,Construction,2.28,2,0.2333333333333334,
"Pulaski County, Virginia",51155,31-33,Manufacturing,3.84,3,0.7333333333333334,0.02748383724501573
"Rappahannock County, Virginia",51157,11,"Agriculture, Forestry, Fishing & Hunting",6.62,4,0.20000000000000004,0.015103483916507008
"Richmond County, Virginia",51159,23,Construction,1.5,1,0.2333333333333334,0.01561500892239219
"Roanoke County, Virginia",51161,31-33,Manufacturing,1.46,1,0.20000000000000004,
"Rockbridge County, Virginia",51163,44-45,Retail Trade,1.93,1,0.1333333333333333,
"Rockingham County, Virginia",51165,31-33,Manufacturing,2.28,2,0.20000000000000004,
"Russell County, Virginia",51167,21,"Mining, Quarrying, Oil & Gas",7.29,4,0.2999999999999998,0.024882715159791412
"Scott County, Virginia",51169,31-33,Manufacturing,2.88,3,0.16666666666666666,0.03462866525310428
"Shenandoah County, Virginia",51171,22,Utilities,2.43,2,0.2666666666666666,0.0027611919141967167
"Smyth County, Virginia",51173,31-33,Manufacturing,3.11,3,0.36666666666666653,0.013591304570039214
"Southampton County, Virginia",51175,42,Wholesale Trade,2.47,2,0.20000000000000004,
"Spotsylvania County, Virginia",51177,99,Unclassified,2.38,2,0.23333333333333325,
"Stafford County, Virginia",51179,48-49,Transportation & Warehousing,2.91,3,0.23333333333333325,0.007560762197950223
"Surry County, Virginia",51181,22,Utilities,102.34,4,0.1333333333333333,0.016041355602625092
"Sussex County, Virginia",51183,11,"Agriculture, Forestry, Fishing & Hunting",6.57,4,0.13333333333333344,-0.030835921051172815
"Tazewell County, Virginia",51185,44-45,Retail Trade,1.92,1,0.3333333333333333,0.04731693154484098
"Warren County, Virginia",51187,99,Unclassified,3.38,3,0.19999999999999987,0.03972009678497915
"Washington County, Virginia",51191,99,Unclassified,4.17,3,0.16666666666666666,
"Westmoreland County, Virginia",51193,11,"Agriculture, Forestry, Fishing & Hunting",8.05,4,0.3333333333333333,0.029265605704774725
"Wise County, Virginia",51195,22,Utilities,4.75,3,0.2666666666666668,
"Wythe County, Virginia",51197,21,"Mining, Quarrying, Oil & Gas",3.35,3,0.4333333333333333,0.006713024593367227
"York County, Virginia",51199,99,Unclassified,2.28,2,0.16666666666666666,
"Alexandria City, Virginia",51510,81,Other Services (except Public Administration),3.42,3,0.3,-0.011253968637879985
"Bristol City, Virginia",51520,48-49,Transportation & Warehousing,2.15,2,0.19999999999999987,
"Buena Vista City, Virginia",51530,44-45,Retail Trade,0.59,1,0.09999999999999994,
"Charlottesville City, Virginia",51540,81,Other Services (except Public Administration),1.76,1,0.1333333333333333,
"Chesapeake City, Virginia",51550,23,Construction,1.8,1,0.16666666666666666,0.023034511461590954
"Colonial Heights City, Virginia",51570,44-45,Retail Trade,2.77,2,0.16666666666666666,
"Covington City, Virginia",51580,44-45,Retail Trade,1.45,1,0.2333333333333334,
"Danville City, Virginia",51590,72,Accommodation & Food Services,1.73,1,0.2333333333333334,
"Emporia City, Virginia",51595,62,Health Care & Social Assistance,2.08,2,1.1333333333333335,
"Fairfax City, Virginia",51600,54,"Professional, Scientific & Technical Services",1.95,1,0.23333333333333325,
"Falls Church City, Virginia",51610,99,Unclassified,2.48,2,0.4333333333333333,
"Franklin City, Virginia",51620,44-45,Retail Trade,2.14,2,0.3000000000000001,
"Fredericksburg City, Virginia",51630,62,Health Care & Social Assistance,1.94,1,0.2333333333333334,
"Galax City, Virginia",51640,31-33,Manufacturing,2.16,2,0.2333333333333334,
"Hampton City, Virginia",51650,61,Educational Services,1.34,1,0.2333333333333334,0.02467491661252134
"Harrisonburg City, Virginia",51660,72,Accommodation & Food Services,1.85,1,0.2666666666666666,
"Hopewell City, Virginia",51670,31-33,Manufacturing,3.17,3,0.16666666666666666,
"Lexington City, Virginia",51678,72,Accommodation & Food Services,1.79,1,0.3666666666666667,
"Lynchburg City, Virginia",51680,61,Educational Services,1.67,1,0.3,
"Manassas City, Virginia",51683,54,"Professional, Scientific & Technical Services",2.11,2,0.16666666666666666,
"Manassas Park City, Virginia",51685,23,Construction,5.19,4,0.2666666666666666,
"Martinsville City, Virginia",51690,56,Administrative & Support & Waste Management,1.71,1,0.4000000000000001,
"Newport News City, Virginia",51700,31-33,Manufacturing,3.46,3,0.16666666666666666,0.022511014830211153
"Norfolk City, Virginia",51710,48-49,Transportation & Warehousing,1.36,1,0.20000000000000004,0.01771730950987559
"Norton City, Virginia",51720,44-45,Retail Trade,2.12,2,0.16666666666666666,
"Petersburg City, Virginia",51730,62,Health Care & Social Assistance,2.13,2,0.09999999999999994,
"Poquoson City, Virginia",51735,81,Other Services (except Public Administration),2.18,2,0.20000000000000004,
"Portsmouth City, Virginia",51740,71,"Arts, Entertainment & Recreation",2.01,2,0.19999999999999987,-0.008999853650554208
"Radford City, Virginia",51750,31-33,Manufacturing,1.48,1,0.4333333333333333,
"Richmond City, Virginia",51760,55,Management of Companies & Enterprises,3.38,3,0.2333333333333334,0.0392180319962171
"Roanoke City, Virginia",51770,55,Management of Companies & Enterprises,2.84,2,0.20000000000000004,0.018139813162889918
"Salem City, Virginia",51775,42,Wholesale Trade,2.5,2,0.19999999999999987,
"Staunton City, Virginia",51790,61,Educational Services,2.28,2,0.20000000000000004,
"Suffolk City, Virginia",51800,48-49,Transportation & Warehousing,5.18,4,0.2333333333333334,0.016789966465005832
"Virginia Beach City, Virginia",51810,99,Unclassified,2.02,2,0.16666666666666666,0.03481863325534215
"Waynesboro City, Virginia",51820,55,Management of Companies & Enterprises,2.85,2,0.16666666666666666,
"Williamsburg City, Virginia",51830,55,Management of Companies & Enterprises,2.09,2,0.3333333333333335,
"Winchester City, Virginia",51840,62,Health Care & Social Assistance,2.06,2,0.23333333333333325,
"Adams County, Washington",53001,31-33,Manufacturing,1.84,1,0.06666666666666672,0.07379480416184747
